ID,Parent_ID,Category
11115,11113,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Forming/Thermoforming
11120,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Grinding
11117,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing
11238,"1,11,17,10,293",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment
12497,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Actuators
12524,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Autoclaves & Sterilizers
12496,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Cargo Carriers
12519,"1,12,38,11,250",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Chemical Reactors
12522,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Conveyors & Conveyor Parts
12521,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Dampers
12512,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Dehumidifiers
12516,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Dehydrators
12515,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Distilling Equipment
12514,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Dollies
11384,"1,12,38,10,306",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Elevators & Lifts
12504,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Evaporators
12508,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Heat Exchangers & Pumps
12510,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Heat Sinks
12498,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Heat Treating Equipment
12518,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Hoists & Winches
12523,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial & Protective Cases
12501,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Benches & Tables
12525,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Boilers
12509,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Burners
12505,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Carts
12506,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Crushers & Compactors
12511,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Kilns
12513,"1,12,38,11,127",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Industrial Storage Containers
12502,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Lifting Jacks
12499,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Pallets
12507,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Reclaimers
12520,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Refractory Equipment
12503,11238,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Handling & Processing/Industrial Handling & Processing Equipment/Vats
11125,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Heat Sealing & Treating
11126,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Lubrication
11123,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Measurement & Control
11129,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Slitting
11127,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Storage
10293,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment
11248,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Air Compressors
11242,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Applicators & Dispensers
11245,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Bellows
11243,"1,02,93,11,113",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Dies & Molds
11240,"1,02,93,11,108",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Drill Presses
11244,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Abrasives
11249,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Blowers
11247,"1,02,93,11,124",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment
12544,11247,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment/Industrial Chainsaws
12543,11247,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Cutting Equipment/Industrial Tablesaws
11246,"1,02,93,11,120",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Grinders
13763,10293,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Lasers
11239,"1,02,93,11,126",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Lubricators
11241,"1,02,93,11,123",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment
12531,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Accelerometers
12532,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Alignment & Calibration
13187,"1,25,32,13,763",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Alignment & Calibration/Laser Alignment
12526,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Anemometers
12535,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Borescopes
12530,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Comparators
12533,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Dynamometers
12528,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Flowmeters
12527,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Gauges
13186,12527,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Gauges/Micrometer Screw Gauges
12529,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Scales
12536,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Thermometers
12541,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Industrial Thermostats
12538,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Limiters
12537,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Pyrometers
12534,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Regulators
12540,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Tachometers
12539,11241,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Industrial Tools & Equipment/Industrial Measurement & Control Equipment/Test Probes
11110,"1,02,81,13,763",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Laser Marking
11122,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking
11196,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/I-Beams
12415,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Industrial Forging
11197,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Alloys
12446,11197,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Alloys/Carbide & Carbide Products
12409,"1,11,22,11,113","/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Casting, Molding & Machining"
12414,"1,11,22,10,282",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Fabrication
12407,"1,11,22,11,119",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Plating & Finishing
12411,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metal Stamping
12408,"1,11,22,13,732",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metallurgical Engineering
11201,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Metalworking Tools
11204,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Scrap Metal
11200,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Sheet & Plate Metal
11195,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Steel Angles & Channels
12413,11122,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Welding
12456,"1,24,13,10,404",/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Metalworking/Welding/Welding Tools & Equipment
12410,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Mining
10291,12410,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Mining/Mine Working Products & Equipment
11112,10281,/Business & Industrial/Industrial Goods & Manufacturing/Industrial Manufacturing/Product Assembly
11198,13464,/Business & Industrial/Industrial Goods & Manufacturing/Metals
12450,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Aluminum
12455,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Brass
12452,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Bronze
12448,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Cobalt
12447,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Copper
12454,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Powdered Metals
12449,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals
13163,12449,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Gold
13164,12449,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Platinum
13162,12449,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Precious Metals/Silver
12451,"1,11,98,11,197",/Business & Industrial/Industrial Goods & Manufacturing/Metals/Steel
12453,11198,/Business & Industrial/Industrial Goods & Manufacturing/Metals/Tin
11202,13464,/Business & Industrial/Industrial Goods & Manufacturing/Minerals
11067,13464,/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety
11383,11067,/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety/Hazardous Material Control
13746,11067,/Business & Industrial/Industrial Goods & Manufacturing/Occupational Health & Safety/Industrial Safety Supplies & Equipment
10306,13464,/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility
11390,10306,/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Acoustic Materials & Noise Control
11387,"1,03,06,11,284",/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Air Handling
11386,10306,/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Building Automation
11182,10306,/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Environmental Control
12566,10306,/Business & Industrial/Industrial Goods & Manufacturing/Plant & Facility/Robotics & Factory Automation
10298,13464,/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services
11303,10298,/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Feathers & Down
11300,10298,/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Leather & Fur
11060,"1,02,98,10,271",/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Textile Manufacturing
11116,10298,/Business & Industrial/Industrial Goods & Manufacturing/Textiles & Textile Services/Textile Spinning
10308,10004,/Business & Industrial/Janitorial Products & Services
11401,10308,/Business & Industrial/Janitorial Products & Services/Electric Hand Dryers
11400,10308,/Business & Industrial/Janitorial Products & Services/Floor Cleaning
12716,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Automatic Floor Scrubbers
12718,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Carpet Fans
11409,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Brooms & Brushes
12717,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Floor Burnishers & Polishers
11405,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Mops & Mop Buckets
12715,11400,/Business & Industrial/Janitorial Products & Services/Floor Cleaning/Industrial Vacuum Cleaners
11402,10308,/Business & Industrial/Janitorial Products & Services/Janitorial Carts
11398,10308,/Business & Industrial/Janitorial Products & Services/Janitorial Signs
12710,11398,/Business & Industrial/Janitorial Products & Services/Janitorial Signs/ADA Signs
12709,11398,/Business & Industrial/Janitorial Products & Services/Janitorial Signs/Wet Floor Signs
11406,10308,/Business & Industrial/Janitorial Products & Services/Odor Control Devices
11408,10308,/Business & Industrial/Janitorial Products & Services/Soap Dispensers
11399,10308,/Business & Industrial/Janitorial Products & Services/Touch-Free Devices
12713,11399,/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Faucets
12712,11399,/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Flush Valves
12711,11399,/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Soap Dispensers
12714,11399,/Business & Industrial/Janitorial Products & Services/Touch-Free Devices/Automatic Towel Dispensers
11407,10308,/Business & Industrial/Janitorial Products & Services/Towel Dispensers
11403,10308,/Business & Industrial/Janitorial Products & Services/Urinal Supplies
11404,"1,03,08,10,009",/Business & Industrial/Janitorial Products & Services/Waste Receptacles
13804,10004,/Business & Industrial/Manufacturing
10271,13804,/Business & Industrial/Manufacturing/Consumer Goods Manufacturing
11056,10271,/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Apparel Manufacturing
11055,"1,02,71,10,001",/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Auto Industry & Vehicle Manufacturing
11061,10271,/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Consumer Electronics Manufacturing
11058,10271,/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Furniture Manufacturing
11059,10271,/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Home Appliance Manufacturing
13814,"1,02,71,10,365","/Business & Industrial/Manufacturing/Consumer Goods Manufacturing/Plaques, Awards & Trophies"
10300,10004,/Business & Industrial/Office
11338,"1,03,00,10,307","/Business & Industrial/Office/Binders, Binding & Laminating"
11325,"1,03,00,10,307","/Business & Industrial/Office/Business Cards, Stationery & Forms"
11328,10300,/Business & Industrial/Office/Calculators
11334,10300,/Business & Industrial/Office/Calendars & Planners
12580,"1,13,34,11,270",/Business & Industrial/Office/Calendars & Planners/Calendar & Scheduling Software
11332,10300,/Business & Industrial/Office/Desk Organizers
11329,10300,/Business & Industrial/Office/Glue & Paste
11336,"10,30,01,03,07,10,305",/Business & Industrial/Office/Labels & Labeling
11324,10300,/Business & Industrial/Office/Lanyards & Badge Holders
11337,"1,03,00,10,873",/Business & Industrial/Office/Microcassette Recorders
11339,10300,/Business & Industrial/Office/Office Appliances
12638,11339,/Business & Industrial/Office/Office Appliances/Copiers
12640,"1,13,39,10,883",/Business & Industrial/Office/Office Appliances/Desktop Printers
13235,12640,/Business & Industrial/Office/Office Appliances/Desktop Printers/Inkjet Printers
13233,12640,/Business & Industrial/Office/Office Appliances/Desktop Printers/Laser Printers
13236,12640,/Business & Industrial/Office/Office Appliances/Desktop Printers/Multi-Function Printers
13234,"1,26,40,13,802",/Business & Industrial/Office/Office Appliances/Desktop Printers/Photo Printers
12641,11339,/Business & Industrial/Office/Office Appliances/Electronic Whiteboards
12637,"1,13,39,10,878",/Business & Industrial/Office/Office Appliances/Fax Machines & Accessories
12642,11339,/Business & Industrial/Office/Office Appliances/Overhead Projectors
12639,11339,/Business & Industrial/Office/Office Appliances/Paper Shredders
11323,10300,/Business & Industrial/Office/Office Furniture
12635,"1,13,23,11,572",/Business & Industrial/Office/Office Furniture/Bookcases & Shelving
12630,11323,/Business & Industrial/Office/Office Furniture/Cubicle Walls & Panels
12634,"11,32,31,15,72,12,820",/Business & Industrial/Office/Office Furniture/Desk Lamps & Table Lamps
12632,"1,13,23,11,572",/Business & Industrial/Office/Office Furniture/Filing Cabinets
12631,"1,13,23,11,572",/Business & Industrial/Office/Office Furniture/Office & Computer Desks
12633,"1,13,23,11,572",/Business & Industrial/Office/Office Furniture/Task Chairs
11305,10300,/Business & Industrial/Office/Paper
11326,10300,/Business & Industrial/Office/Paper Clips & Rubber Bands
11370,"1,03,00,13,38,81,01,31,00,000",/Business & Industrial/Office/Pens & Writing Instruments
11333,10300,/Business & Industrial/Office/Portfolios & Presentation Cases
11335,"1,03,00,10,886",/Business & Industrial/Office/Printer Accessories
11330,10300,"/Business & Industrial/Office/Staplers, Scissors & Punchers"
10290,10004,/Business & Industrial/Retail Trade
11210,10290,/Business & Industrial/Retail Trade/Apparel Retail Supplies
12466,"1,12,10,11,547",/Business & Industrial/Retail Trade/Apparel Retail Supplies/Clothing & Accessory Hangers
12468,11210,/Business & Industrial/Retail Trade/Apparel Retail Supplies/Mannequins
11227,10290,/Business & Industrial/Retail Trade/Ash Tray Receptacles
11208,10290,/Business & Industrial/Retail Trade/Bar Code Scanners
11207,10290,/Business & Industrial/Retail Trade/Bill & Coin Counters
11380,10290,/Business & Industrial/Retail Trade/CD & DVD Jewelboxes & Cases
11233,10290,/Business & Industrial/Retail Trade/Cash Registers & Cash Register Supplies
11224,10290,/Business & Industrial/Retail Trade/Counterfeit Money Detectors
11216,10290,/Business & Industrial/Retail Trade/Floor Mats
11206,10290,/Business & Industrial/Retail Trade/Hand Trucks & Utility Carts
11181,10290,/Business & Industrial/Retail Trade/Inventorying
11230,"1,02,90,10,171","/Business & Industrial/Retail Trade/Jewelry Bags, Boxes & Displays"
11178,"10,29,01,10,95,11,096",/Business & Industrial/Retail Trade/Loss Prevention
11232,"1,02,90,10,09,61,08,83,00,000",/Business & Industrial/Retail Trade/Merchant Point-of-Sale Systems
11180,"1,02,90,13,854",/Business & Industrial/Retail Trade/Merchant Services & Payment Systems
11211,10290,/Business & Industrial/Retail Trade/Paper & Plastic Bags
11214,10290,/Business & Industrial/Retail Trade/Pegboard & Slatwall
11219,10290,/Business & Industrial/Retail Trade/Retail Display Supplies
12475,11219,/Business & Industrial/Retail Trade/Retail Display Supplies/Display Racks & Cases
12471,11219,/Business & Industrial/Retail Trade/Retail Display Supplies/Kiosks
11205,10290,/Business & Industrial/Retail Trade/Retail Signs & Banners
12459,11205,/Business & Industrial/Retail Trade/Retail Signs & Banners/LED Signs
12458,11205,/Business & Industrial/Retail Trade/Retail Signs & Banners/Neon Signs
12460,11205,/Business & Industrial/Retail Trade/Retail Signs & Banners/Open & Closed Signs
12462,11205,/Business & Industrial/Retail Trade/Retail Signs & Banners/Sign Holders & Easels
11231,10290,/Business & Industrial/Retail Trade/Shopping Baskets & Carts
11217,10290,/Business & Industrial/Retail Trade/Shrink Wrapping Systems
11229,10290,/Business & Industrial/Retail Trade/Tagging Guns
11220,10290,/Business & Industrial/Retail Trade/Time Clocks & Time Cards
11209,10290,/Business & Industrial/Retail Trade/Turnstiles & Traffic Control Devices
11179,10290,/Business & Industrial/Retail Trade/Vending
11228,11179,/Business & Industrial/Retail Trade/Vending/Vending Machines
10294,10004,/Business & Industrial/Scientific Equipment & Services
11047,10294,/Business & Industrial/Scientific Equipment & Services/Bioremediation
11252,"1,02,94,10,088",/Business & Industrial/Scientific Equipment & Services/Biotechnology Equipment
11254,10294,/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies
12560,"1,12,54,13,746",/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Lab Safety Equipment
12561,11254,/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Laboratory Incubators
12567,11254,/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Microscopes & Microscope Accessories
12565,11254,/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Mobile Labs
12564,11254,/Business & Industrial/Scientific Equipment & Services/Laboratory Equipment & Supplies/Scientific Centrifuges
11054,10294,/Business & Industrial/Scientific Equipment & Services/Materials Testing
11253,"1,02,94,10,108",/Business & Industrial/Scientific Equipment & Services/Scientific Books & Journals
11255,10294,/Business & Industrial/Scientific Equipment & Services/Scientific Glassware & Accessories
10299,10004,/Business & Industrial/Security Equipment & Services
11062,10299,/Business & Industrial/Security Equipment & Services/Body Guards
11322,"1,02,99,10,209",/Business & Industrial/Security Equipment & Services/Car Alarm Systems
11311,10299,/Business & Industrial/Security Equipment & Services/Electronic Voice Changers
11316,10299,/Business & Industrial/Security Equipment & Services/Intercoms
11310,10299,/Business & Industrial/Security Equipment & Services/Night Vision Goggles & Scopes
11309,"1,02,99,10,411",/Business & Industrial/Security Equipment & Services/Safes
11066,"1,02,99,10,411",/Business & Industrial/Security Equipment & Services/Security Alarm Services
11065,"1,02,99,10,162",/Business & Industrial/Security Equipment & Services/Security Guards
11321,10299,/Business & Industrial/Security Equipment & Services/Security Weapons
12626,11321,/Business & Industrial/Security Equipment & Services/Security Weapons/Batons
12625,11321,/Business & Industrial/Security Equipment & Services/Security Weapons/Handcuffs
12629,11321,/Business & Industrial/Security Equipment & Services/Security Weapons/Mace & Pepper Spray
12627,11321,/Business & Industrial/Security Equipment & Services/Security Weapons/Stun Guns & Tasers
11313,"1,02,99,10,167",/Business & Industrial/Security Equipment & Services/Surveillance Equipment
12620,"1,13,13,10,411",/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Alarm Systems & Equipment
12622,"1,13,13,10,411",/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Motion Detectors
12619,11313,/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Phone Recorders & Phone Tap Detectors
12621,"1,13,13,10,411",/Business & Industrial/Security Equipment & Services/Surveillance Equipment/Security Cameras
11320,10299,/Business & Industrial/Security Equipment & Services/Weather Alert Radios
10305,10004,/Business & Industrial/Shipping & Packing
11374,10305,/Business & Industrial/Shipping & Packing/Cargo Containers
13604,10305,/Business & Industrial/Shipping & Packing/Couriers & Messengers
11104,10305,/Business & Industrial/Shipping & Packing/Express & Expedited Shipping
11103,10305,/Business & Industrial/Shipping & Packing/Freighting
12401,11103,/Business & Industrial/Shipping & Packing/Freighting/Air Cargo
12403,11103,/Business & Industrial/Shipping & Packing/Freighting/Containerization
12400,11103,/Business & Industrial/Shipping & Packing/Freighting/Freight Forwarding
12402,11103,/Business & Industrial/Shipping & Packing/Freighting/LTL (Less Than Truckload) Shipping
12405,11103,/Business & Industrial/Shipping & Packing/Freighting/Maritime Freighting
12404,11103,/Business & Industrial/Shipping & Packing/Freighting/Rail Freighting
12406,11103,/Business & Industrial/Shipping & Packing/Freighting/Trucking
13724,10305,/Business & Industrial/Shipping & Packing/Mail & Package Delivery
11376,10305,/Business & Industrial/Shipping & Packing/Mailing Tubes
11381,10305,/Business & Industrial/Shipping & Packing/Packing Cushioning & Packing Paper
11382,10305,/Business & Industrial/Shipping & Packing/Shipping Boxes
11327,"1,03,05,10,300",/Business & Industrial/Shipping & Packing/Stamps & Envelopes
11377,10305,/Business & Industrial/Shipping & Packing/Strapping Equipment & Devices
11373,"1,03,05,10,300",/Business & Industrial/Shipping & Packing/Tape & Tape Dispensers
11102,10305,/Business & Industrial/Shipping & Packing/Warehousing
11235,"1,00,04,11,979",/Business & Industrial/Veterinary Equipment & Supplies
10019,0,/Computers & Consumer Electronics
10168,10019,/Computers & Consumer Electronics/Computers
10886,10168,/Computers & Consumer Electronics/Computers/Computer Accessories
12214,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Adapters
12212,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Cables
12217,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Cases & Case Accessories
12222,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Keyboards
12219,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Monitor Accessories
12221,10886,/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Power Supplies
13400,"1,08,86,12,138",/Computers & Consumer Electronics/Computers/Computer Accessories/Computer Speakers
